name|contaminant_Gaia_DR3_id|angDist|Gmag
TIC 278708135|6597992536084938752|8.17052|20.660618
TIC 206605715|6603693916191633664|4.950396|19.76339
TIC 206684620|6605949667375564800|5.710483|14.311179
TIC 70449807|6606871809739561472|9.510986|18.551348
TIC 47506328|6609167864896476160|8.125323|16.269003
TIC 441193239|6615232019414749440|9.827116|20.65435
TIC 209367993|6620882959425667200|9.714977|18.785009
TIC 441201321|6621738242033694848|4.463924|19.126299
TIC 441201321|6621738242033694720|9.722005|15.660498
TIC 209284060|6625576843284212352|8.762846|17.776426
TIC 206594720|6626588256543082496|9.534321|10.433154
TIC 206594724|6626588252248051456|9.534321|8.721789
TIC 303537190|6629435098307699584|6.870236|18.903072
TIC 303537190|6629435098312847360|7.033494|19.969891
TIC 365725319|6629790584164277376|7.863546|6.041773
TIC 411917776|6630441151448774272|8.348438|20.388163
TIC 411917776|6630441151449064576|8.384274|20.941998
TIC 365601491|6630691290342664192|4.952455|19.49375
TIC 365601491|6630691290348855552|7.310295|20.395582
TIC 365768607|6631276814646855936|7.237525|20.543953
TIC 464439840|6631710606342989952|3.508579|18.733734
TIC 464439840|6631709850424450688|6.820089|16.103201
TIC 464452462|6631770873320992768|7.004267|17.934664
TIC 464440686|6631993077750567424|8.412253|20.887218
TIC 380914107|6634945953672664832|3.881573|20.080404
TIC 380914107|6634945988032403072|6.066785|11.624675
TIC 380914106|6634945953670365952|6.066785|9.844213
TIC 380914106|6634945953672664832|6.382037|20.080404
TIC 380914106|6634945988023935104|9.68433|18.43511
TIC 119624569|6635966781490631040|5.376606|17.763075
TIC 379289306|6637022793690097536|5.14704|20.684565
TIC 1817023746|6637963425890391552|2.680188|9.049827
TIC 1817023746|6637963425891547008|6.211475|20.728859
TIC 1817023746|6637963425888529024|9.905647|17.789957
TIC 319869704|6640483472178280704|2.369313|16.301498
TIC 320264344|6640676436471368448|6.235515|20.44659
TIC 166393630|6641623597017816192|9.321576|20.675171
TIC 421911620|6643046949179099008|6.20704|19.985846
TIC 158336233|6644812451323045760|5.348179|19.210995
TIC 424940697|6645504151509420288|8.52639|21.047405
TIC 404156386|6645604928621659776|8.091338|20.312593
TIC 404156386|6645604928622813824|8.607507|14.255808
TIC 118807628|6647518766049260928|2.772476|17.533987
TIC 118807628|6647518766053564288|6.715551|17.962301
TIC 118807628|6647518766050439424|8.069096|20.354197
TIC 118807628|6647518972208872576|8.485927|20.236927
TIC 119561664|6648032547215328768|5.840205|19.758936
TIC 119569832|6649490671437847552|7.238538|20.278816
TIC 119569832|6649490740158545920|9.302951|18.265795
TIC 379349640|6650359285624635264|8.700946|19.713291
TIC 49389871|6653428297457506560|3.347869|19.785635
TIC 49389871|6653428297457301888|4.117106|15.009418
TIC 49389871|6653428293154608128|5.739371|19.629253
TIC 200134124|6654230597344043264|5.516572|20.364862
TIC 324814573|6655004790970911488|1.851285|14.890126
TIC 324814573|6655004790968640000|9.843264|19.689051
TIC 304616310|6655857359155819008|8.575468|20.936323
TIC 7080281|6656814174789631232|5.37019|19.174788
TIC 7080281|6656814380946908416|7.409625|19.619783
TIC 7080281|6656814174789631104|9.759082|20.650057
TIC 404030766|6659099681507716736|5.882065|20.493895
TIC 158511022|6659309791308004736|2.469844|19.517771
TIC 291195602|6659562919499690112|1.807132|15.51936
TIC 291195602|6659562919497325312|2.970683|18.109802
TIC 6727178|6662167868703674112|6.932717|18.791908
TIC 269216374|6662450237034743296|9.227075|21.017916
TIC 62020444|6663600360560306176|2.512942|19.727974
TIC 62020444|6663600360559891968|3.892914|20.688141
TIC 62118520|6665143937441497856|9.591108|18.85483
TIC 101141436|6665685378201412992|4.904536|16.381329
TIC 101141436|6665685378199037824|6.549599|16.994736
TIC 101141436|6665685343838979328|8.369231|19.560278
TIC 101651878|6666216888992124416|3.821426|17.514143
TIC 166578537|6667804102745085056|2.803877|16.007051
TIC 90932505|6668403989418902144|3.497776|10.076908
TIC 90932505|6668404092497313536|8.281486|20.086317
TIC 90932503|6668403989418902016|3.497776|10.118611
TIC 90846065|6668632172440268928|8.351967|18.460617
TIC 129532577|6669665301053813888|6.118586|19.349754
TIC 80202549|6671213099894033920|5.052907|19.515568
TIC 129037533|6672394529431409792|9.474512|18.545387
TIC 128881405|6673307738264202880|5.625973|19.46558
TIC 128881405|6673307845637819264|9.029159|20.74848
TIC 90953428|6674686427060942976|9.331279|19.516926
TIC 91125242|6676186092200977152|7.925846|20.952114
TIC 80062271|6683922530891384448|9.771475|19.999798
TIC 369953269|6684504722299818752|4.401558|20.549278
TIC 79660594|6684697239915140736|0.947555|null
TIC 389294017|6693627198477032576|3.399096|20.512037
TIC 389296527|6694561405404189312|8.552689|20.775646
TIC 439418308|6697411064666587136|5.353249|17.374895
TIC 439418308|6697411064666577408|5.97439|15.920665
TIC 300731310|6698021740295556352|6.418011|20.715315
TIC 349626787|6703413848399025792|6.68855|17.961575
TIC 349626787|6703413848404555904|7.433859|20.788734
TIC 349626787|6703413848398482944|8.870957|18.940638
TIC 349626787|6703413848400118016|9.866657|19.216825
TIC 324316924|6703613890798733696|6.324411|19.940365
TIC 324316924|6703613890798492416|9.970803|20.784222
TIC 1818904979|6704729998176610176|2.29293|11.160247
TIC 182900321|6704729998176610560|2.29293|11.268034
TIC 364791736|6707106730010248704|6.120728|19.225519
TIC 364791736|6707106730010248064|9.603802|12.912755
TIC 381897917|6707338142848694272|5.58552|16.921782
TIC 381897917|6707338142835338752|7.25191|18.884714
TIC 381897917|6707338142842541184|7.288161|18.8992
TIC 381897917|6707338142840371712|7.615252|20.331741
TIC 381897917|6707338142842541696|8.547409|20.314127
TIC 381897917|6707338138540043776|9.811331|18.749046
TIC 381897917|6707338142844499200|9.92274|20.710537
TIC 91247315|6708540905478465536|7.022442|18.977684
TIC 91247315|6708540905475357312|7.36769|17.856039
TIC 91247315|6708540905483043328|8.240074|15.865028
TIC 254090559|6717432243697734400|4.253636|null
TIC 254090559|6717432243694832768|7.129208|19.727976
TIC 254090559|6717432243697052160|8.153692|20.600309
TIC 254090559|6717432243692213504|9.758319|19.593065
TIC 254241941|6717813842947432832|1.116508|13.810415
TIC 254241941|6717813842947432448|5.732149|20.259403
TIC 254220375|6718017871078328960|7.183258|19.859816
TIC 254108240|6719226234352237696|5.365446|10.487865
TIC 254108239|6719226230060209920|5.365446|10.328232
TIC 254108239|6719226234354796928|9.26274|18.381609
TIC 85765929|6724291650088216576|4.458818|19.046721
TIC 85765929|6724291650085208832|5.52599|19.686148
TIC 85765929|6724291650088217728|6.841908|20.701254
TIC 85765929|6724291650085204096|7.848482|19.143536
TIC 85765929|6724291650085198976|7.860497|19.751934
TIC 85765929|6724290894181877760|8.211233|19.606432
TIC 87989721|6724520279788769792|3.77798|19.052792
TIC 87989721|6724520485944312960|5.54186|20.031118
TIC 87989721|6724520279784560896|7.112633|19.321274
TIC 326907507|6725401469656855680|5.584008|15.731233
TIC 326907507|6725401469641778304|5.904937|19.508696
TIC 326907507|6725401469656857216|6.151342|17.598162
TIC 326907507|6725401469641757056|6.155287|20.017944
TIC 326907507|6725401469641757952|7.180528|19.371479
TIC 326907507|6725401469641766656|7.387003|19.859274
TIC 326907507|6725401469641781120|7.942069|19.826492
TIC 326907507|6725401469641777280|8.178451|18.439135
TIC 326907507|6725401465318381440|8.627592|16.734573
TIC 326907507|6725401469648430208|9.287746|20.830048
TIC 326907507|6725401465353043072|9.357361|20.498301
TIC 326907507|6725401469641772928|9.895937|20.309763
TIC 55903488|6725829145307027840|1.783219|17.359846
TIC 55903488|6725832100253381888|2.986783|19.183392
TIC 55903488|6725832100238995712|5.95281|19.632206
TIC 55903488|6725832100238993664|6.002949|19.806408
TIC 55903488|6725832100238988928|7.112736|19.597557
TIC 55903488|6725832100252632192|7.233936|19.517572
TIC 55903488|6725832100238995584|7.550869|20.147655
TIC 55903488|6725832100240808704|7.551388|20.322327
TIC 55903488|6725832100238993152|7.923877|19.209044
TIC 55903488|6725829145309560192|8.232961|20.138582
TIC 55903488|6725832100244548352|8.588897|20.863567
TIC 55903488|6725829145303300480|9.505111|19.726839
TIC 331258356|6725883502390311296|5.511443|18.189608
TIC 331258356|6725883502428669440|5.824763|20.278133
TIC 331258356|6725883502428674304|5.979841|14.44139
TIC 331258356|6725883502428669568|6.131848|19.412191
TIC 331258356|6725883502390311168|7.380549|19.454666
TIC 331258356|6725883502395246336|7.907928|19.128365
TIC 331258356|6725883296236810880|8.147569|20.153589
TIC 331258356|6725883296242847872|9.939457|20.391882
TIC 253649701|6729313497627723264|6.661882|20.693357
TIC 253649701|6729313497625146240|6.788304|19.869537
TIC 253844785|6730934895021902080|3.098798|17.168152
TIC 253844785|6730934796241529088|9.221724|18.631945
TIC 253864764|6731033924085480704|8.431404|19.305088
TIC 253864764|6731033821006265216|8.806658|18.460638
TIC 253864764|6731034027168802432|9.566579|20.869429
TIC 253709672|6731849413819315456|5.034117|17.384911
TIC 253709672|6731849418123885312|8.779475|20.638929
TIC 253709672|6731849211966875520|9.516428|18.653296
TIC 277373033|6732663297244551424|5.291891|19.468035
TIC 277373033|6732663297245132800|8.370051|20.688093
TIC 197054644|6734227799216592640|4.619101|12.196005
TIC 197054644|6734227794908788096|5.306425|17.990166
TIC 197054644|6734227799221287296|7.482636|17.126102
TIC 197054644|6734227794928866304|8.456821|19.294371
TIC 197054644|6734227799216578176|8.5166|19.050764
TIC 197054644|6734227799224386688|9.224459|20.905563
TIC 197054644|6734227799220841600|9.676864|18.879881
TIC 197054644|6734227799224012288|9.699605|20.188135
TIC 196851890|6734485222403514624|4.730116|20.490269
TIC 196851890|6734485291097842816|5.049415|20.454437
TIC 196851890|6734485291122764544|5.909211|18.675323
TIC 196851890|6734485188043812352|6.931371|20.009388
TIC 196851890|6734485114990870016|8.852982|15.677308
TIC 196851890|6734485291095861248|9.579253|20.361814
TIC 196851890|6734485222377805184|9.646058|19.038052
TIC 391099484|6735656923827372416|4.025782|19.867842
TIC 391099484|6735656923816298496|7.28738|18.426006
TIC 397538321|6736067076010808704|4.511299|17.182751
TIC 397538321|6736067007292134272|7.649874|18.535187
TIC 397538321|6736067076011167872|8.07047|20.262341
TIC 397538321|6736067076012408960|8.092272|20.86095
TIC 397538321|6736067076010809216|8.997011|20.713093
TIC 276304874|6736232346365776640|9.702404|20.103748
TIC 113470426|6738230880520652544|1.859298|12.063851
TIC 469782507|6739497724078424320|8.662939|20.281841
TIC 32271132|6745572903775674752|8.529709|19.211901
TIC 421535826|6747740247354229120|9.086196|19.120441
TIC 114318345|6747926030461916416|8.392499|17.503586
TIC 271406784|6748143321447195136|6.989173|20.84621
TIC 218907007|6748526290793997056|9.275807|18.759556
TIC 48788704|6748796362632835584|4.315819|19.673399
TIC 48788704|6748796362632835456|5.844395|19.023119
TIC 97456906|6751899493685912832|3.97372|20.604471
TIC 30417563|6755757267672902912|5.196334|20.8599
TIC 30417563|6755757198948164992|7.195503|17.575979
TIC 425614291|6756679448693531648|5.621696|18.380339
TIC 425614291|6756679448696278016|9.585579|14.641946
TIC 390997801|6757523633110174464|8.712995|7.696885
TIC 390997801|6757523633109608832|9.05739|20.842035
TIC 32104499|6758141249402595584|7.632541|19.428547
TIC 32104499|6758141245105404288|9.083376|16.903978
TIC 168688895|6758763744779057792|5.954385|19.185925
TIC 2672394|6759345970543124992|3.097007|17.428659
TIC 2672394|6759345970546940288|8.392097|19.475338
TIC 2672394|6759357721578747648|8.616447|20.395779
TIC 2668506|6759846420130715648|4.428805|15.623366
TIC 277489692|6760411637847529728|3.444715|19.935314
TIC 277489692|6760411637838922880|4.117279|16.03425
TIC 277489692|6760411637845960576|6.476715|20.388638
TIC 277489692|6760411637847278976|7.106179|18.870901
TIC 277489692|6760411637838914304|8.614329|19.971649
TIC 277489692|6760411637838932480|8.648316|19.154823
TIC 30340354|6760586150951507840|5.036448|17.783188
TIC 30340354|6760586219670987392|6.24258|18.141926
TIC 30340354|6760586219670987264|7.562881|20.753023
TIC 30340354|6760586116592845312|9.557545|20.023939
TIC 108910514|6762566921144345088|6.133441|19.571184
TIC 108910514|6762566921137678592|8.363214|20.215548
TIC 466081782|6763959521340769280|9.301543|17.261885
TIC 1720764|6764045661196829824|9.06936|17.452002
TIC 168545355|6765627239957655680|2.337308|17.755875
TIC 96849196|6766734242006981376|4.933479|19.621393
TIC 96849196|6766734242003209728|9.511368|20.241924
TIC 96847635|6767057567145077632|5.60478|15.426888
TIC 12056713|6771086830589612416|3.627579|18.363825
TIC 12056713|6771086830589403776|5.465924|20.365446
TIC 12056713|6771086826300594688|5.887454|19.508722
TIC 12056713|6771086830585364480|7.147093|20.675602
TIC 125702797|6771739493810932992|8.16737|20.399042
TIC 125702797|6771739699968239872|8.276461|19.151625
TIC 118882363|6772521379726962816|9.076732|18.294176
TIC 115015091|6774363856267179392|4.456427|13.624349
TIC 441454736|6780049392240463232|7.855928|17.530777
TIC 92566472|6781117812599082752|2.691027|13.313736
TIC 92566472|6781117812602215168|5.540799|22.008709
TIC 89396609|6785079971469375616|8.103255|20.91988
TIC 89396656|6785087461893042944|5.30335|13.641019
TIC 89426798|6785950578520668288|8.278558|16.691851
TIC 92629871|6788346517435664384|8.586595|20.504808
TIC 1992325965|6792436803774310144|0.328421|null
TIC 1992325965|6792436799477051904|2.102173|9.605488
TIC 302066574|6798111280202645120|4.105243|19.86249
TIC 76964180|6806697710102770048|4.183785|18.57324
TIC 77458220|6807655075492276224|0.911208|null
TIC 2028604036|6812424241536340864|3.377834|8.323255
TIC 99468646|6833292181958100352|3.647167|20.496786
TIC 214640977|6834135507376286720|7.598569|19.286993
TIC 155841766|6840208110095809408|1.357186|14.751817
TIC 8645697|6855818185917435392|9.865118|7.339645
TIC 8645010|6856077189623062144|6.364835|17.217001
TIC 8645010|6856077189622404864|6.892383|20.316515
TIC 77120906|6857801906754358272|8.044179|20.626644
TIC 76774212|6858312737282403712|5.101264|20.517073
TIC 72205882|6859090126362670208|7.702799|15.46179
TIC 72205882|6859090126360991488|8.110212|21.015453
TIC 71940463|6860174622786072704|3.415281|19.251196
TIC 71940463|6860174618486776448|7.340351|17.960684
TIC 429069426|6861110478979861760|7.733654|13.370174
TIC 241940434|6863591389529916032|4.968951|18.533178
TIC 241940434|6863591492609149952|6.511402|20.156271
TIC 74420200|6866905901690477568|7.229079|16.666096
TIC 74295810|6866972250343247616|9.483865|20.055277
TIC 68796326|6868107358662660992|4.451066|18.873522
TIC 114537800|6873346149312527488|7.867255|17.689062
TIC 429136805|6874943262966020352|5.068905|19.87891
TIC 428972898|6875090563166194816|8.650254|20.280733
TIC 206031182|6877246568027640064|6.838099|18.748709
TIC 14075378|6877985989598042112|9.768118|19.190531
TIC 13732129|6878898515529367680|5.172308|20.455868
TIC 13732129|6878898515529373184|6.892127|20.460619
TIC 14307739|6879590383225626496|4.897353|19.772617
TIC 214547556|6882390770617153024|8.821475|17.482883
TIC 206190624|6882838031330569856|2.182122|12.741444
TIC 206190624|6882838031330568960|5.272358|17.015583
TIC 206190624|6882838031333427840|5.705442|20.769028
TIC 262016943|6882963066419422464|4.130874|22.368326
TIC 214563193|6885342959337741184|3.656492|6.946214
TIC 214563193|6885342890617616000|8.499845|19.542925
TIC 214601901|6885784585054520832|5.873707|20.297308
TIC 214601901|6885784585055994112|5.881493|20.224724
TIC 206148863|6887009509729468416|2.551637|16.841822
TIC 24086676|6890353326451778048|9.078002|18.865236
TIC 364893926|6897673913522957568|7.399987|18.535908
TIC 23961340|6902829557908251008|3.935603|20.742706
TIC 23961340|6902829557908249472|4.599745|20.555401
TIC 23961340|6902829557906629888|9.147033|19.724829
TIC 51776589|6903571075422163072|5.120385|22.193035
TIC 51776589|6903571075419660032|5.39914|17.568308
TIC 158569856|6904064446904121344|5.593255|18.26074
TIC 158569948|6904166422311921408|6.303941|19.549589
TIC 159400843|6904225972034332544|8.252398|20.433451
TIC 1996937087|6908757299969652480|2.846644|7.902853
TIC 364174334|6912161147450009984|3.998123|17.285583
TIC 248854473|6912274259708797824|1.220752|14.871187
TIC 248854473|6912273881752234112|9.189444|20.815525
TIC 248174259|6914228607268950016|9.924855|21.075628
TIC 328255681|3897223259672704|8.299675|19.710751
TIC 328426362|4267548224787456|8.934523|12.09067
TIC 328223350|6346041813693696|4.184443|14.463564
TIC 399948117|12828899810152704|1.552559|10.562929
TIC 640106679|12828899809609856|1.552559|10.591177
TIC 347004237|26283864117087488|8.60082|20.350719
TIC 387585453|27360698317940736|5.80808|18.836536
TIC 387585453|27360698317262080|6.687413|19.192106
TIC 365330868|27718413258653568|9.272689|20.840439
TIC 218352674|31776474454015744|4.054538|14.770724
TIC 640358517|43499295632961152|3.562706|6.654032
TIC 660011475|45142206521351552|3.585876|5.984928
TIC 15757189|47019279028229504|9.818493|20.725842
TIC 435907228|47322636863750912|8.883499|17.913218
TIC 17144636|47813504381232384|4.020863|19.984959
TIC 17335733|48197783694973440|7.727706|20.152302
TIC 17145404|49295199378633984|6.16824|16.008932
TIC 15756558|50298160142963200|2.368106|16.44273
TIC 14331880|50327361624037120|4.537953|14.791902
TIC 303435981|55839698745135360|8.284512|17.428799
TIC 25896647|62948174562104448|2.592762|9.95505
TIC 640561900|62948174562535808|2.592762|10.797814
TIC 640616655|65371399407749760|2.924178|8.645234
TIC 14158346|65371399405314304|2.924178|10.531012
TIC 23077667|66101578209452032|8.382143|19.901821
TIC 35201196|70813844527285888|9.208923|18.512901
TIC 257841714|76173448312881664|0.804253|13.085807
TIC 247019002|83065221555692032|5.910224|20.349323
TIC 91354281|98753362698583680|4.426668|19.770142
TIC 306305751|103649316178721536|6.698003|19.835072
TIC 5646849|107175484328716160|5.973736|14.52348
TIC 61105426|109051251165116928|7.542561|19.641209
TIC 61105426|109051251165899776|8.278367|15.340903
TIC 436933290|116037204451525376|4.780812|7.345057
TIC 28831845|118234509720825728|3.228383|12.417909
TIC 101348176|122702478297995392|2.333671|12.885594
TIC 21174957|130938267066740864|6.253421|13.27735
TIC 270003107|135598130490278144|9.799638|18.855869
TIC 269826647|137182114430919808|4.124673|14.642886
TIC 149855763|141963104519359872|1.889145|15.097089
TIC 149852612|143872715698608896|8.435352|18.692774
TIC 186593508|144060251149791872|7.574541|18.965639
TIC 186593508|144060251150377984|9.733411|20.836115
TIC 118818666|146789994924781696|8.55391|20.244135
TIC 58318574|149156036574776960|7.104458|20.508749
TIC 15939295|149767987808179968|5.053905|13.289128
TIC 59873985|154257259424728192|3.773521|20.081377
TIC 59873985|154257259425328128|8.961966|21.079834
TIC 125979876|154666071593233408|4.014588|21.139843
TIC 125979876|154666071593166080|4.327644|18.056454
TIC 69912980|156150236195426944|2.750351|15.606613
TIC 125884499|157915472050611456|1.202047|12.146331
TIC 446043823|159493919774617600|1.271262|13.360022
TIC 427738226|167805407345586944|4.79217|20.76226
TIC 467644708|170457596893400064|9.513408|15.651942
TIC 94729435|170564219458600448|4.707481|15.770178
TIC 94729435|170564219457317120|9.628508|20.596704
TIC 171002873|172846324560087168|3.544455|18.633337
TIC 171002873|172846324558962304|6.461075|18.184435
TIC 171199606|173000668504191360|5.182954|20.292244
TIC 171199606|173000664209321088|7.667424|19.748114
TIC 171199606|173000668504192000|9.694015|19.782495
TIC 1950736|180186939063569280|5.913451|19.821268
TIC 1950736|180186939064704128|9.131561|18.104437
TIC 2102868|180614305491560960|6.508732|14.466635
TIC 2102868|180614305491560448|7.400578|16.474613
TIC 367256714|181312735893067008|4.6529|7.877152
TIC 367256714|181318611409243136|4.93636|null
TIC 1941904|182271471378242048|9.540567|18.39753
TIC 144006874|184411949932151040|7.239883|19.327223
TIC 366307717|184786299280982656|8.783405|19.084108
TIC 187535635|185684875159631104|6.454483|19.026464
TIC 187535635|185684875162179072|9.164085|20.805515
TIC 187535635|185684870864948992|9.384449|16.471203
TIC 238971126|188799379289499008|4.519498|19.276508
TIC 273859476|196371544068695552|3.726521|17.751392
TIC 273859476|196371539775077120|6.73916|19.736277
TIC 470626909|197358493192463488|9.980286|20.946671
TIC 663186755|199279271288398720|1.815256|7.122165
TIC 663186755|199279168210993024|6.587945|20.511715
TIC 663186755|199279271290209536|8.800505|19.559427
TIC 663186755|199279271289807488|9.429679|20.270576
TIC 120844941|200307211578160000|9.622122|17.560101
TIC 121820668|200481479880787968|8.94041|19.708319
TIC 187585830|201121430006837888|7.141117|13.481576
TIC 261813400|201487468594945408|4.731934|7.939117
TIC 261813400|201487468597303168|5.070825|18.05158
TIC 261813400|201487537309710720|9.944483|18.195648
TIC 156161649|203117769458478464|7.24791|21.044594
TIC 187260182|203381239933942016|7.33927|18.374807
TIC 261354342|205635204411687168|2.851904|16.529325
TIC 261354342|205635273129799040|6.823166|20.766932
TIC 261354342|205635204408320768|9.582779|19.355061
TIC 21322936|206376756282144512|4.350021|17.780825
TIC 367791607|206542919981470208|3.773638|17.458231
TIC 367791607|206542919978039680|9.32633|20.819302
TIC 238910792|207166446149492864|2.826957|19.844337
TIC 268171869|207910437566174720|3.214485|19.42515
TIC 268171869|207910437563523840|7.926919|19.679482
TIC 471012601|208396421707959808|1.898086|12.887859
TIC 268177209|209340936550313856|2.407161|12.671329
TIC 268177209|209340936552168192|5.731964|18.978289
TIC 470610753|209547777883038336|5.264533|15.231234
TIC 470610753|209547782177576064|7.990845|19.262775
TIC 368483043|211810233512673792|3.457328|9.315714
TIC 368483043|211810229213145856|8.570695|16.217333
TIC 368483043|211810233513026176|8.988201|19.376696
TIC 368483044|211810233512673920|3.457328|11.64075
TIC 368483044|211810233513026176|6.262013|19.376696
TIC 368483044|211810229213145856|8.842379|16.217333
TIC 310522457|212423520480512512|6.277181|16.130165
TIC 310522457|212423520480512128|7.81082|19.180141
TIC 101133930|217778313905782272|2.750241|19.58514
TIC 101222257|218366758783214592|6.957167|18.985855
TIC 101222257|218366758786141952|8.094895|14.968977
TIC 94335199|219715825195563392|1.297217|13.770125
TIC 94335199|219715825194817152|8.58087|18.743469
TIC 433500790|222786177052802432|1.451592|12.687865
TIC 642033800|223905857848701184|2.598667|9.841979
TIC 642033800|223905857849650048|6.995936|20.916327
TIC 201261373|223905857849226752|2.598667|11.904222
TIC 201261373|223905857849650048|9.173261|20.916327
TIC 424118400|223983442137333632|9.243724|17.623968
TIC 353254938|225189812551832064|8.867515|19.347591
TIC 664915369|225709641035938176|1.708636|null
TIC 664915369|225709641034907264|2.818501|7.03514
TIC 664962686|226778843075710976|1.579464|7.180916
TIC 417940029|227921961509426304|2.797217|14.743406
TIC 259987632|228996218726379264|1.557515|null
TIC 259987632|228996218728299008|6.078782|20.243546
TIC 449918099|231711771932403200|1.197882|10.49577
TIC 449918099|231711771928514560|9.774567|20.304169
TIC 642248380|231711767633868800|1.197882|10.359044
TIC 642248380|231711771928514560|8.850673|20.304169
TIC 259707403|232099452860703616|8.11123|17.813065
TIC 410051254|233301253433582720|2.111559|14.377835
TIC 410051254|233299775964834304|4.474984|18.720648
TIC 410051254|233301253432641920|9.105301|14.885738
TIC 410051254|233301253432642944|9.694373|16.514858
TIC 178041944|235315352568460928|6.952297|18.538771
TIC 177997903|235423512729784448|6.773379|17.793365
TIC 177997903|235424272940316672|9.55546|17.747623
TIC 178143920|235979285794706176|0.795423|11.30759
TIC 194557565|236428122761527552|8.452737|17.707542
TIC 200795634|237363467853269760|1.537654|17.242548
TIC 200795634|237363467858344192|2.309561|17.165344
TIC 186803888|239070631455336192|2.886485|11.76395
TIC 192883961|241348235433363840|7.604848|15.178498
TIC 385109163|241393074895007744|8.903104|18.425837
TIC 385198959|241863219194388992|1.912465|12.893463
TIC 192840791|242184753329791104|9.272032|15.260573
TIC 192840791|242184757620987392|9.42748|19.419752
TIC 259898608|246159148562934144|4.561613|17.032377
TIC 65646537|247922176798249728|7.246393|19.296082
TIC 65646537|247922249815572352|8.897931|21.445208
TIC 65646537|247922181097200384|9.756856|17.235434
TIC 65203525|248004472671281664|9.501876|8.016284
TIC 429118360|250437691904392576|3.766959|19.452034
TIC 265756555|251688283301484928|8.376109|17.623894
TIC 28503886|252216869216765184|7.623207|16.442078
TIC 28752070|253578790466894464|9.006228|17.752487
TIC 21042633|254564055961487872|4.208569|20.426851
TIC 21042633|254564055959242752|9.270517|18.528183
TIC 354432728|256487136159812608|7.341271|20.231249
TIC 347934349|258127229548643072|1.636323|14.101956
TIC 470380851|258179971746619520|5.21828|16.394779
TIC 453071791|259968224331756288|7.208838|17.514959
TIC 354959944|260094668168199168|8.530554|19.421568
TIC 105134131|261053888986052352|8.02942|20.438564
TIC 105134131|261053923341878272|9.0605|20.115574
TIC 327878547|261243245503357056|2.008897|11.075937
TIC 327878547|261243245501697536|7.093265|19.772141
TIC 327878547|261243241208321024|7.118128|17.582453
TIC 667257429|265722999474087424|4.481193|4.898983
TIC 327701104|265724476942021504|2.302397|13.625421
TIC 320832207|266722176366223488|9.7397|17.662577
TIC 259737046|266846631637525120|5.599694|15.707108
TIC 321042141|267675835201105664|9.613895|14.2925
TIC 321430947|267971809987544064|7.566365|7.560016
TIC 470431262|270387437037300736|6.493019|17.502878
TIC 470431262|270387437037036416|8.05873|17.700762
TIC 470431262|270387368317824768|8.942026|16.303165
TIC 470431262|270387368314544768|9.89674|20.301914
TIC 470441508|271078480094734464|4.033705|18.118046
TIC 470441508|271078480095238272|5.285906|20.115767
TIC 470441508|271078480091819392|8.091367|19.177042
TIC 470454712|271164963554911616|5.096972|20.33289
TIC 267698000|274936357162177408|3.985|20.263586
TIC 267698000|274936357162119552|4.779062|20.867985
TIC 267698000|274936357158036992|5.594899|16.759317
TIC 104849412|274995696430945536|4.419766|20.419821
TIC 104849412|274995692135612416|7.385661|18.44248
TIC 8410745|276880048908043520|5.630711|14.697915
TIC 252206016|277752378232104832|1.200088|10.475423
TIC 252206016|277752373940271104|8.102522|11.289759
TIC 668492814|277752408300019200|1.200088|9.496157
TIC 668492814|277752373940271104|8.659476|11.289759
TIC 8983088|278138031939415552|5.028418|17.386997
TIC 356325892|278309929414807296|9.018175|19.43915
TIC 356325892|278309998134272000|9.464304|18.721722
TIC 668678845|279240223626240256|2.433811|9.126678
TIC 252383739|279240223623130752|2.433811|9.700417
TIC 148473016|284694419772624896|5.971389|20.414663
TIC 416187677|285329422096495104|5.737998|19.388662
TIC 26763553|292521529517547776|8.04639|12.445534
TIC 400023807|296535163570172544|1.776155|14.222499
TIC 28244746|299358876934802944|6.12106|12.446902
TIC 28296478|300934103434831872|9.125513|20.950333
TIC 20905543|306056350151595776|6.908362|20.585653
TIC 381483290|313881089075210880|4.662216|14.721483
TIC 80532759|316419556481302272|9.232681|16.572739
TIC 429066777|327930408137215232|5.518436|20.176718
TIC 429066777|327930408137215872|9.707517|19.006823
TIC 184694831|333112410735211904|5.029084|12.914595
TIC 139579789|334231747930672896|4.236217|16.378881
TIC 202983416|338681162250895104|4.44812|19.157917
TIC 202983416|338681162249843584|5.285043|13.228685
TIC 202983416|338681127890106496|8.508187|18.565941
TIC 202983506|338774242783184384|6.344702|16.22024
TIC 20766994|340780267386528000|8.260118|19.786886
TIC 20766994|340780263098011264|9.802969|20.327736
TIC 20766994|340780267389559552|9.839131|19.643293
TIC 82377220|342307489038520448|3.390951|15.594834
TIC 82377220|342307489038355968|6.807035|19.759832
TIC 292319568|345610147091205248|1.062517|16.244673
TIC 291885076|346565824558049536|4.422318|19.020878
TIC 327338552|350458855931484672|3.468228|14.77676
TIC 327338552|350458855931484800|9.673588|15.90029
TIC 292607284|353027413875618816|8.938593|15.672778
TIC 293066086|354062574010302720|4.127997|13.907036
TIC 301262047|354479559500326144|7.62204|16.194204
TIC 238718204|356323341713813504|0.776535|12.092122
TIC 238718204|356323341715996928|5.289237|16.011492
TIC 622289292|356805237048019968|2.294417|7.582341
TIC 622289292|356805610708454272|8.186076|18.55102
