name|contaminant_Gaia_DR3_id|angDist|Gmag
TIC 382625142|5287961677547964928|7.242379|17.806425
TIC 331542393|1962726975404448384|8.740027|18.604338
TIC 389506883|4657195083963318400|5.546584|19.026266
TIC 389506883|4657195083963318272|5.763398|19.130541
TIC 389506883|4657195083934737664|9.200726|18.296793
TIC 389506883|4657195083934113408|9.3232|19.343168
TIC 389506883|4657193606466056192|9.383593|19.079178
TIC 389506883|4657195079756900864|9.563084|18.969208
TIC 389506883|4657193606410256128|9.843107|18.799778
TIC 387422624|25488745411919488|3.64329|15.620422
TIC 243187830|2791782794564103680|9.41072|12.61582
TIC 388857263|5853498713190524032|0.803151|18.920452
TIC 388857263|5853498713190536832|3.203574|21.275806
TIC 388857263|5853498713190523520|3.225043|19.021137
TIC 388857263|5853498713190538624|4.273307|20.666288
TIC 388857263|5853498713190526720|4.459159|20.392853
TIC 388857263|5853498713190536576|4.482537|20.023371
TIC 388857263|5853498713190536704|4.828193|20.483887
TIC 388857263|5853498713160604800|5.979899|19.142227
TIC 388857263|5853498713161902848|6.544593|20.412922
TIC 388857263|5853498708823729152|7.404355|18.992748
TIC 388857263|5853498713161902592|7.941018|20.990501
TIC 388857263|5853498713190537728|8.356361|20.577736
TIC 388857263|5853498708818460032|9.280463|15.940793
TIC 388857263|5853498713181090560|9.993383|18.191946
TIC 451798625|5342789374651483136|4.465396|18.18738
TIC 451798625|5342789374656304256|6.690388|20.083862
TIC 451798625|5342786419718804480|7.14835|19.628635
TIC 451798625|5342789374656302848|7.683138|19.084461
TIC 451798625|5342789374656302976|8.305587|19.893053
TIC 451798625|5342786419709671936|9.594044|20.444843
TIC 104091860|2034189424437011840|4.184786|12.136627
TIC 104091860|2034189424445642496|4.875878|17.613827
TIC 104091860|2034189424452135680|6.258376|20.513977
TIC 104091860|2034189458811833216|7.54027|19.688644
TIC 104091860|2034189493165388928|8.715477|20.655859
TIC 104091860|2034189424451881088|8.751438|19.750336
TIC 104091860|2034189424451879808|9.299955|20.485468
TIC 184842717|866177431955478144|5.535234|3.457126
TIC 290348383|6356417496318028928|7.597763|10.836141
TIC 24972344|5630532117371413888|7.572853|20.069983
TIC 358123437|4516726426144371456|3.158547|14.821649
TIC 358123437|4516726426117152896|5.086437|13.208253
TIC 358123437|4516726426141765120|6.054078|20.431616
TIC 358123437|4516726426144368128|7.446593|21.079149
TIC 358123437|4516726426141823744|7.503315|20.566383
TIC 358123437|4516726426144369920|8.315159|20.879374
TIC 358123437|4516726426141823616|8.685984|20.975561
TIC 358123437|4516726426141857792|9.110125|19.526434
TIC 358123437|4516726426121629952|9.57696|20.362417
TIC 456338505|1015799283498356224|1.224839|12.298767
TIC 1100371380|1173302640550040576|0.695691|7.194145
TIC 11665403|5643762712584326144|6.170296|18.055799
TIC 11665403|5643762712585690880|8.319975|19.204794
TIC 1121965174|5848710168215059584|1.190311|7.386467
TIC 1121965174|5848710168215286016|7.800161|18.989344
TIC 1121965174|5848710168215265792|8.061554|18.445875
TIC 1121965174|5848710168221302016|8.729478|19.884373
TIC 1121965174|5848710168215058816|9.554266|20.295109
TIC 1121965174|5848710168193384704|9.597065|20.127663
TIC 1121965174|5848710168215290624|9.899727|20.629519
TIC 198315173|1603267143629156992|3.592558|17.166655
TIC 281793550|4383355042895169280|7.71905|15.613144
TIC 127574856|5614460242375779712|8.515576|16.138985
TIC 343110556|5970137861534914304|3.677741|9.771798
TIC 343110556|5970137861535107456|9.024522|19.263428
TIC 51799658|4468231641147921408|7.866701|19.535368
TIC 51799658|4468231641147949696|8.807468|19.940649
TIC 51799658|4468225765624184832|9.742741|19.989004
TIC 439949946|386653747925624576|6.03366|8.300702
TIC 976942514|6054954738289909632|2.085497|7.070271
TIC 976942514|6054954738290334976|8.2875|20.316189
TIC 976942514|6054954738290420736|8.73198|20.043253
TIC 976942514|6054954738290387712|9.404541|20.23358
TIC 976942514|6054954738290414464|9.59279|19.473007
TIC 976942514|6054954806962244096|9.661269|12.539316
TIC 283550805|1737234286058095104|8.939764|21.221478
TIC 270889166|3153772873182441216|5.55575|14.769693
TIC 270889166|3153772873182438784|9.419249|18.054747
TIC 258322219|6143175874764295296|5.083541|20.038464
TIC 258322219|6143175840407529984|5.739846|17.24111
TIC 258322219|6143175874767533440|7.368218|17.824825
TIC 258322219|6143175836109395200|8.807914|16.331396
TIC 258322219|6143175840407819520|9.793159|19.795034
TIC 296586666|5233499533741408896|8.114662|19.204796
TIC 296586666|5233499533732198400|8.845943|19.46044
TIC 296586666|5233499499381766656|9.236396|19.495749
TIC 16855|6223838830917236352|9.907462|19.976284
TIC 88228576|1003351437484819968|5.873506|21.562788
TIC 230746433|1859954627133558144|5.585003|16.409191
TIC 230746433|1859954627133558272|6.807802|18.480637
TIC 230746433|1859954627140884736|7.339826|20.712608
TIC 230746433|1859954627138933120|8.112529|20.743969
TIC 230746433|1859954627139210880|8.859449|19.948574
TIC 230746433|1859954627133019904|9.28611|17.811527
TIC 230746433|1859954627135859968|9.606436|19.054853
TIC 109923064|5613359910406966784|7.092315|18.51766
TIC 109923064|5613359910417286912|7.605001|16.562588
TIC 426452678|5835692294104793600|9.134908|18.579149
TIC 113492673|2826159850239895296|1.068344|9.857027
TIC 403224672|6407428994689762560|1.153788|13.458483
TIC 199731283|4930557382758702336|1.080438|9.30842
TIC 116611574|439357119818193664|3.881406|18.334076
TIC 116611574|439357119818730496|7.231223|18.263109
TIC 181938424|4339941105446789760|7.884129|20.910646
TIC 201242999|231113740685855616|6.881543|8.451743
TIC 169345404|2987621174274242176|1.189299|9.350058
TIC 247405888|84625634714435968|3.641983|7.192943
TIC 247405888|84625634714486272|8.851734|18.321617
TIC 99734092|6828450688662820096|4.315962|16.873236
TIC 409372754|1480210897465079936|3.050804|8.631502
TIC 445050085|1031072805679915392|5.443817|14.653508
TIC 74218395|4130605430237205248|2.044292|14.34377
TIC 74218395|4130605430239497472|3.342807|16.960882
TIC 74218395|4130605430239495296|7.938646|21.188921
TIC 441398770|6792436799475128960|2.102173|9.575837
TIC 441398770|6792436803774310144|2.362931|null
TIC 57864885|2035021033215631872|2.506346|17.093363
TIC 57864885|2035021028896869888|3.056156|8.15548
TIC 57864885|2035020994517556864|7.126976|16.377476
TIC 57864885|2035021033211022592|8.734445|20.764973
TIC 57864885|2035020964491527296|9.400456|19.80905
TIC 57864885|2035020930131789056|9.53174|18.562424
TIC 36726370|2610488514147595648|7.343514|16.233767
TIC 36726370|2610488509853076224|7.921393|15.271306
TIC 106214811|4283408237648498304|4.794483|19.060163
TIC 106214811|4283408237650846848|6.52992|19.73814
TIC 106214811|4283408237642575488|6.57184|18.145971
TIC 106214811|4283408233343788672|7.566266|17.760405
TIC 106214811|4283408237646235648|7.967052|19.172182
TIC 44844319|5431458355979039744|6.313536|17.57733
TIC 44844319|5431458355976162944|8.487234|20.627901
TIC 119875474|6651058471939483648|5.480905|19.267889
TIC 119875474|6651058471936019584|9.080254|17.432758
TIC 119875474|6651058471938644608|9.448303|20.299864
TIC 152623308|6700048793060566272|1.684512|8.301176
TIC 79105432|6320657976568122880|5.907491|15.107312
TIC 460067872|4594497838483177984|0.612975|9.58592
TIC 59005791|5997977839533751040|7.586166|20.371063
TIC 59005791|5997977839551051264|9.41801|16.835835
TIC 327857952|4706630501050153472|5.659461|21.556509
TIC 386583423|3359849565866033280|6.961506|19.684143
TIC 159803421|5976271384076511104|1.126371|13.956586
TIC 159803421|5976271384076513408|9.747114|19.527145
TIC 367505572|883455638709787904|8.499528|19.31455
TIC 382463166|6534858161806944000|4.88522|13.922178
TIC 129997166|5698188160216129664|5.073566|19.589422
TIC 129997166|5698188160201134720|6.83148|18.322348
TIC 332204965|5726261578277372288|5.660006|16.894884
TIC 267399515|5341787994441834496|5.569369|17.208374
TIC 267399515|5341787994446043264|7.569871|20.027081
TIC 267399515|5341787994428906112|8.185842|19.297527
TIC 267399515|5341787994441793024|8.417597|16.656681
TIC 267399515|5341787994441794816|8.665038|19.829887
TIC 267399515|5341787994441852416|8.998994|20.093882
TIC 267399515|5341787994441844096|9.365932|20.257189
TIC 267399515|5341787994441794688|9.419934|20.292042
TIC 267399515|5341787994441792896|9.842046|19.342651
TIC 85247709|3419824244375400064|6.673334|14.458658
TIC 56383923|5725521710029953408|8.601699|20.948915
TIC 56383923|5725521710029953280|9.826985|20.634983
TIC 36733752|3767320088262017792|8.590777|20.308887
TIC 93458134|6036282797423167360|6.855507|18.56542
TIC 93458134|6036282797431424000|7.149691|13.829591
TIC 93458134|6036282797424812672|9.428697|20.960636
TIC 341573000|1118916397393675648|3.142267|8.067136
TIC 439949948|386653851004022144|6.03366|8.25029
TIC 35287993|6908757299968653440|2.846644|10.446714
TIC 367256717|181318611409243136|0.349409|null
TIC 367256717|181318611408327552|4.6529|8.644897
TIC 271478281|6748283784056448000|9.114849|19.899652
TIC 271478281|6748283784056798592|9.962588|19.855358
TIC 157968698|1541667932396172800|9.706341|7.297665
TIC 78110891|4823123689293923456|9.891947|14.896139
TIC 80132574|2928593411514946560|5.257315|18.62244
TIC 80132574|2928593411513649920|6.690998|10.183116
TIC 259589304|4777123627479193984|3.239819|8.405836
TIC 154012877|1673065481789299840|9.975626|17.022207
TIC 79390706|6321929729270985472|6.228063|9.372056
TIC 268858674|5123079601039845504|9.436355|20.812563
TIC 261813404|201487468594945792|4.731934|10.209858
TIC 261813404|201487468597303168|8.177291|18.05158
TIC 369533533|2560723582790692352|4.012779|13.801858
TIC 161401705|6512940226435062528|7.755328|12.528804
TIC 161401705|6512940226435062400|8.495547|12.591495
TIC 447638968|5817572479928862848|4.640945|18.451906
TIC 447638968|5817572479914500992|7.730763|20.725882
TIC 120408718|1908880970414591104|4.424529|14.585438
TIC 120408718|1908880970417998208|8.609588|19.046984
TIC 136915878|5902780301757686400|0.63398|8.408184
TIC 136915878|5902780301762459264|8.420805|18.709213
TIC 136915878|5902780301762458240|8.779296|18.917419
TIC 136915878|5902780301768698496|9.780381|17.00177
TIC 75000492|6853766256699966080|8.482081|19.858028
TIC 16048383|149005270336787712|9.146559|18.536922
TIC 264615033|458319228639270400|4.064957|12.092914
TIC 93014929|5318129287322335232|6.840088|17.602324
TIC 93014929|5318129356046714752|7.572318|20.398872
TIC 93014929|5318129287327237376|8.306842|18.925606
TIC 393883284|773861404893710208|8.951448|6.323875
TIC 114178837|6741888096716480256|2.119106|15.450266
TIC 94894075|3692997981307041280|6.201227|15.114711
TIC 30175418|6171492113110925312|9.283149|8.416762
TIC 435621554|2028672143847238912|3.684473|13.169538
TIC 435621554|2028672143818653440|5.303018|18.110489
TIC 435621554|2028672143853109120|6.315037|20.096565
TIC 435621554|2028672143847642368|7.620071|18.430595
TIC 435621554|2028672143817004288|7.65955|17.829029
TIC 435621554|2028672143847241344|8.352198|14.258797
TIC 435621554|2028672143819939456|8.638669|20.314049
TIC 435621554|2028672143817009280|8.963041|20.34605
TIC 441753021|5307856825080347392|3.091104|7.638545
TIC 441753021|5307856825082868864|5.532814|15.033011
TIC 441753021|5307856825082863744|8.171088|18.180304
TIC 441753021|5307856790721153280|9.815712|20.773897
TIC 227642705|4282578724832269056|7.018265|19.298382
TIC 16486350|943761824266909440|7.901449|17.270622
TIC 456806244|1774616822408074240|3.78744|16.269636
TIC 226107999|4258375553325850112|8.501931|20.443527
TIC 413623346|4329057795756226304|4.493983|18.493595
TIC 296013024|2085008267746712192|7.924414|20.673525
TIC 99435320|481529025735917056|2.264418|null
TIC 268859658|5143341366956993408|1.978696|8.707006
TIC 369134047|212255157760477952|8.980547|18.759495
TIC 452501166|5217826545235517440|5.393213|19.025076
TIC 452501166|5217826648313337856|6.658981|11.157142
TIC 82285130|3996306127914172928|5.267657|8.592157
TIC 254700450|5989649416932213632|8.1779|20.645765
TIC 130645573|5559266893258131456|5.426321|21.581032
TIC 352316369|6423511619991575552|4.910012|19.698645
TIC 323285951|4456633919470773760|8.74305|16.497221
TIC 65203528|248004472671505152|9.501876|10.496969
TIC 19193919|3063387902070630656|4.677809|18.342793
TIC 410399074|6434153380718399872|9.998188|20.330597
TIC 115858251|830239138485572224|4.591025|13.160847
TIC 395744004|5790016485138278144|6.872752|20.452053
TIC 395744004|5790016485141277312|7.771398|20.728361
TIC 164752884|5135642002423156224|8.94254|16.711166
TIC 176940024|3584074380865314816|6.177537|16.649088
TIC 176940024|3584074376569429248|6.847654|7.788456
TIC 1176388746|6227062221054093824|0.585256|7.822871
TIC 52121469|4704272495285070720|7.512562|22.131193
TIC 14981454|1847354223872021888|8.323776|20.370451
TIC 99086567|2934344407081744128|6.391809|15.928554
TIC 99086567|2934344407077751296|7.790576|18.14476
TIC 346630355|137345739798377216|5.755615|18.352362
TIC 346630355|137345739798488832|7.166325|21.006485
TIC 320997982|5332679811912091392|5.557977|18.184559
TIC 320997982|5332679811912872704|9.593665|21.005507
TIC 320997982|5332679811921166976|9.774674|20.265274
TIC 438996437|4180284423590848768|4.690689|16.992664
TIC 187502570|4187404036259094528|1.088434|8.213438
TIC 187502570|4187404036264362112|6.972145|17.800331
TIC 187502570|4187404036267615872|9.394905|20.584764
TIC 51079186|4048023001780897536|3.806919|16.429707
TIC 51079186|4048023001773486720|6.741767|19.404503
TIC 51079186|4048023001773621504|6.975518|19.774712
TIC 51079186|4048023001749433088|7.348978|16.163685
TIC 51079186|4048023001780915840|7.449001|17.748711
TIC 51079186|4048023001780896896|7.975168|19.748135
TIC 51079186|4048023001773550720|8.565146|20.447033
TIC 51079186|4048023001773509888|9.086806|20.152451
TIC 51079186|4048023001749387648|9.408654|16.220524
TIC 51079186|4048023379730553472|9.64959|18.167192
TIC 51079186|4048023001773372800|9.995881|18.931559
TIC 469697722|4087500657418234880|9.46323|20.261118
TIC 469697722|4087500863574387456|9.977383|16.802147
TIC 441332688|6791851623068269824|7.986314|20.95303
TIC 26842132|4315316168232028928|3.731657|17.903843
TIC 26842132|4315316168220759424|5.61836|18.546719
TIC 26842132|4315316168211566976|5.814135|19.424038
TIC 26842132|4315316168232031232|6.104503|19.643894
TIC 26842132|4315316168232032640|6.218698|19.298502
TIC 26842132|4315316168232031616|6.438466|18.151814
TIC 26842132|4315316168211516928|6.603954|20.457989
TIC 26842132|4315316168220759552|6.745351|19.003136
TIC 26842132|4315316168220741120|6.934379|18.965298
TIC 26842132|4315316168212452224|7.3545|16.999678
TIC 26842132|4315316168220528768|7.600646|17.729685
TIC 26842132|4315316168212755456|7.700282|17.382072
TIC 26842132|4315316168212760576|7.924186|18.510906
TIC 26842132|4315316168220760576|8.200686|19.908398
TIC 26842132|4315316168220544000|8.311029|17.535355
TIC 26842132|4315316168211510272|8.643862|19.758671
TIC 26842132|4315316168220711040|9.074337|20.732141
TIC 26842132|4315316168211567104|9.127295|19.501938
TIC 26842132|4315316168212760448|9.194947|17.179008
TIC 26842132|4315316168220740992|9.48758|19.038733
TIC 26842132|4315316168213045504|9.989555|21.01475
TIC 1871250590|2035020964491479552|3.056156|8.02304
TIC 1871250590|2035021033215631872|5.562502|17.093363
TIC 1871250590|2035020930131789056|6.495927|18.562424
TIC 1871250590|2035020994517556864|6.825441|16.377476
TIC 1871250590|2035020964491479040|7.056063|18.524506
TIC 1871250590|2035020964472299392|9.792095|18.253139
TIC 112102305|6170498463837552000|7.397878|19.619352
TIC 112102305|6170498459542318464|8.675269|18.115208
TIC 356381072|277131910078450688|8.7006|20.328924
TIC 471012608|2007876324472098432|1.420096|9.980165
TIC 471012608|2007876324468462848|8.723171|20.163588
TIC 428073480|452861837027199232|9.860433|20.568346
TIC 284266904|1586968533013974528|2.003549|11.717453
TIC 26163031|3766815927820157312|6.851563|14.649254
TIC 201175419|6522076205992297984|0.960961|8.301356
TIC 92623536|5370497823555250816|5.896912|19.945749
TIC 392378419|488099260551977984|0.249675|null
TIC 392378419|488099260551869184|7.587005|19.711262
TIC 334034005|6129861029471104768|6.920894|18.134949
TIC 334034005|6129861029476398336|8.182661|20.66481
TIC 100408043|1905796874661362432|5.52096|19.805098
TIC 114021052|5592237707918188544|7.970444|18.112013
TIC 114021052|5592237707918178176|8.772958|20.733076
TIC 413948621|4330690742323824128|3.589599|20.491646
TIC 413948621|4330690742323823744|6.982119|20.449738
TIC 451366293|5904539108029273856|5.109408|18.243999
TIC 451366293|5904539176758764800|5.433015|14.564449
TIC 451366293|5904539103728263040|8.218904|18.178831
TIC 451366293|5904539108025719552|8.790867|19.10989
TIC 237306300|2290483248388746112|5.637645|22.034233
TIC 32820141|5424836719001836800|6.609983|19.848209
TIC 348277669|4389844948936258432|6.025057|19.624092
TIC 348277669|4389844948934411392|8.073481|20.447277
TIC 348277669|4389846632561551744|9.289245|20.136749
TIC 70658312|283569928614525312|9.750846|18.180689
TIC 92252164|5105133853288251392|7.966952|5.760518
TIC 442676759|6040683111683925120|4.842011|17.783989
TIC 442676759|6040683111684682112|5.625714|18.748068
TIC 340637363|5294069567718667776|8.022585|16.882095
TIC 143203922|2891185070986964608|2.904416|8.51837
TIC 135162188|6149747002932149632|7.99643|20.005589
TIC 409883979|6420712813142016000|7.6438|21.612509
TIC 383429933|5766054141037198976|6.05863|19.893728
TIC 391092363|231618931921513600|6.317782|20.259415
TIC 391092363|231618931920955648|6.879797|15.985825
TIC 391092363|231618931920425984|8.645427|16.867159
TIC 332819192|2493069571473486080|2.793085|13.712762
TIC 188503542|717107535246787328|0.773987|null
TIC 84235871|1959369715432659072|8.144636|15.417538
TIC 443543395|2953324520386699392|7.485188|15.165664
TIC 214616383|6884240247958763392|4.231099|8.070218
TIC 354242880|2232698930187655424|6.834132|19.767338
TIC 354242880|2232698925891371776|8.433966|17.91234
TIC 410389503|4614366494634366336|7.89659|17.298964
TIC 105731040|4119381718678148096|4.445811|11.222803
TIC 105731040|4119384673602608384|8.070766|18.382164
TIC 105731040|4119381718678881536|9.769584|20.415476
TIC 441453170|6779678792398336768|2.100795|14.492781
TIC 320847025|6449124399761676160|7.322138|17.180107
TIC 23228849|4592816852709312768|9.145213|17.507675
TIC 39554091|4199396753208444288|6.535887|19.439878
TIC 39554091|4199396753206611200|8.575923|20.099144
TIC 39554091|4199396753206766464|9.585616|20.355921
TIC 146501718|4203266415732726016|4.76368|19.397615
TIC 146501718|4203266415732727424|7.054667|19.372831
TIC 146501718|4203266415718732032|7.321521|17.617884
TIC 146501718|4203266415635651840|8.318939|19.377363
TIC 146501718|4203266415630921472|8.558107|15.965072
TIC 146501718|4203266415635090560|8.619009|17.926258
TIC 146501718|4203266415630855424|8.782129|15.394343
TIC 146501718|4203266415719394048|9.533811|19.147535
TIC 192935644|435215328235754240|6.242396|19.294941
TIC 192935644|435215293873043456|7.033417|20.685061
TIC 409177632|4133260372858249600|7.744657|16.587931
TIC 17329110|776067093937332992|0.684233|10.512683
TIC 58445708|2035035258143368192|8.267415|18.740612
TIC 58445708|2035035223771665664|9.323416|18.405659
TIC 58445708|2035035258143394432|9.409941|19.051556
TIC 705616009|2891185070988913536|2.904416|8.256326
TIC 257401445|4571935481925817344|9.696322|20.554495
TIC 12399528|6260386975383530112|9.107439|18.748213
TIC 183564259|4986970575602213504|4.755507|7.917257
TIC 97404060|77161222072044288|6.015224|8.465173
TIC 337425276|4442476131012283904|0.562812|8.44822
TIC 264678534|2300641563301329664|5.877578|13.756665
TIC 332166162|5371171927266477184|4.622315|17.289282
TIC 332166162|5371171927276239488|8.089566|20.047499
TIC 321840734|1744854142155571200|4.183715|18.178808
TIC 301244855|6850091001647348608|3.081716|13.691262
TIC 157111854|1195829091186588928|6.166287|10.14269
TIC 318946785|4439625337884136192|4.054115|19.201929
TIC 318946785|4439625544037410432|5.363819|21.627106
TIC 318946785|4439625337878981504|5.744118|21.907482
TIC 466659459|6423142149725024000|9.793448|21.419477
TIC 243874264|4094436960905470080|7.626461|20.30838
TIC 243874264|4094436926545693056|8.772684|19.283012
TIC 256206519|525862056127396736|3.574442|11.559676
TIC 115323092|1357604806823949056|0.550685|8.756161
TIC 406095880|6655168686919280128|9.016137|18.570843
TIC 330551022|6092573257285324800|6.462471|19.357916
TIC 330551022|6092573257285441280|7.751365|20.13673
TIC 330551022|6092573356071361280|8.706242|16.650349
TIC 256419669|522863309968683264|6.048391|22.013477
TIC 206794120|3331079263580127872|7.902464|20.613029
TIC 101722543|870758684589320448|2.443204|12.676432
TIC 25933136|4478524169502014592|5.782068|19.638773
TIC 25933136|4478524169501246976|6.862086|17.70294
TIC 25933136|4478522692023226624|7.282844|17.918137
TIC 25933136|4478524169501217024|9.167552|20.094807
TIC 275063206|4576863905365413504|1.929956|19.347097
TIC 396750647|2726699952536556416|1.057474|8.590283
TIC 216466217|5932241509647901312|4.767164|19.219086
TIC 216466217|5932241475414270208|5.264861|18.345293
TIC 216466217|5932241475392417792|5.691042|17.233931
TIC 216466217|5932241509774008832|6.336456|20.041634
TIC 216466217|5932241475292400128|6.597277|16.445776
TIC 216466217|5932241509751301632|6.617248|19.283884
TIC 216466217|5932241509647884032|6.702423|20.081673
TIC 216466217|5932241509774006656|7.597671|21.044979
TIC 216466217|5932241475292681472|8.057774|18.340609
TIC 216466217|5932241475392404480|8.243501|19.213852
TIC 216466217|5932241475392404736|8.362064|19.691275
TIC 216466217|5932241475392335616|8.769245|19.13994
TIC 216466217|5932241509647907200|8.941655|16.798437
TIC 216466217|5932241509652138112|9.19577|20.396595
TIC 216466217|5932241475392333184|9.680436|18.404509
TIC 216466217|5932241475292395520|9.916127|20.201939
TIC 272020227|5407414407504497920|4.781458|18.338444
TIC 272020227|5407414407508441856|5.676387|10.256069
TIC 272020227|5407414407504165504|7.252641|18.045597
TIC 272020227|5407414407508970880|7.609579|19.134563
TIC 297178785|6298476051032199936|1.458061|9.035722
TIC 336526073|5866656603118960256|7.309786|20.895634
TIC 336526073|5866656603136472576|8.026316|18.091154
TIC 336526073|5866656568776497280|9.789727|21.165314
TIC 453348620|990855865790733312|8.567116|20.21789
TIC 31302659|2906703475022448768|9.601089|19.75565
TIC 422214062|6080301367488772224|7.040304|20.490835
TIC 802442124|1068982214258617216|4.466295|4.679625
TIC 52626846|523433578537662208|7.102057|20.54809
TIC 52626846|523433578540862848|7.461295|19.790161
TIC 52626846|523433578540464512|9.465818|19.127472
TIC 30175417|6171492074455952128|9.283149|8.262672
TIC 214616384|6884240252254370304|4.231099|8.005917
TIC 281305160|483440835943194624|1.062634|11.91244
TIC 37430318|5652765616869883392|6.696687|19.700666
TIC 1270862654|1364668825433448704|1.13346|8.860193
TIC 85085018|1762987494080694016|6.178567|7.334961
TIC 85085018|1762987494079445248|7.156859|17.852375
TIC 391593971|5853033379190284032|8.198237|19.990051
TIC 391593971|5853033379190284672|8.290627|19.750362
TIC 391593971|5853033379190279168|9.308444|18.959705
TIC 391593971|5853033310470798336|9.815458|20.340479
TIC 97914505|6741907200731260160|4.73187|18.815128
TIC 97914505|6741907196436095488|9.315345|13.013956
TIC 281361537|4303694742582172928|6.02776|null
TIC 281361537|4303694742568732416|9.389386|17.618074
TIC 27679101|650337664426124544|5.12921|21.663246
TIC 465110577|5241164710344180992|5.911372|15.987506
TIC 465110577|5241164710342993408|7.197137|18.520144
TIC 465110577|5241164710346244096|7.402581|20.893681
TIC 465110577|5241164809112368896|8.216539|12.867521
TIC 465110577|5241164710364980352|8.516686|18.910862
TIC 465110577|5241164710364858112|9.325626|17.780663
TIC 465110577|5241164710364980480|9.714153|19.099974
TIC 465110577|5241164813444239232|9.740317|20.74898
TIC 232303637|3318883274442195840|2.112711|14.1267
TIC 232303637|3318883274444829184|5.215341|17.16165
TIC 232303637|3318883274445019008|9.166771|20.918095
TIC 232303637|3318883274444846336|9.993564|18.05584
TIC 437011608|3368214650328993792|6.832667|20.4324
TIC 280793604|6485226589180665856|5.735613|17.359081
TIC 387348335|1733624555023196288|8.080657|20.076979
TIC 387348335|1733624555022517376|8.577108|20.514727
TIC 205788518|6890278254718505344|8.418104|16.045
TIC 85898240|175712197323336320|9.730941|16.655403
TIC 140206488|4843073709304299520|5.473686|21.715216
TIC 350083732|5831054382289239424|5.594391|19.221563
TIC 350083732|5831054313536594432|7.871931|19.820578
TIC 350083732|5831054382289138816|7.91599|14.822154
TIC 350083732|5831054382256074112|8.060828|18.773638
TIC 350083732|5831054382289167872|8.224017|19.793011
TIC 350083732|5831054313577718016|9.287074|19.491726
TIC 350083732|5831054313569392768|9.940066|19.792482
TIC 379348964|6650273867314662144|6.562003|19.349476
TIC 379348964|6650273867314561408|8.472926|18.798086
TIC 379348964|6650273867314932480|9.222072|20.146582
TIC 379348964|6650273867309036544|9.584629|19.960611
TIC 61799536|6664255566408062080|4.487852|16.555597
TIC 330078921|4265754822578941056|7.490271|19.259205
TIC 330078921|4265754822547070080|8.088241|18.053604
TIC 330078921|4265754822578471552|8.472452|19.280567
TIC 330078921|4265754822543887744|8.6355|19.978775
TIC 330078921|4265754822578471936|9.313431|19.810936
TIC 330078921|4265754822578973312|9.405682|19.894403
TIC 330078921|4265754822578980352|9.804914|20.69976
TIC 94164699|6036143915361640192|0.782066|8.919286
TIC 94164699|6036143915362805376|9.928186|20.637476
TIC 260043481|5494452847460969344|9.044905|18.609419
TIC 169200821|4277922774136925568|9.994226|20.651621
TIC 1400807589|1422556635167175168|1.773604|12.957514
TIC 126943612|1851343114619873408|9.643396|20.883986
TIC 126943612|1851343114620880512|9.6606|21.123075
TIC 409527090|354077348697687552|2.424045|17.797371
TIC 468809479|1105376319720712448|8.620793|16.944235
TIC 279509401|517650349234855424|7.077871|4.634074
TIC 279509401|517650353531686144|8.628231|6.836573
TIC 224305606|1568610571482928128|1.100129|12.10852
TIC 142772195|4380546894494223232|2.663494|15.415824
TIC 60175114|2937651222651937536|1.982619|13.42465
TIC 60175114|2937651222656001280|4.619095|20.150877
TIC 18958691|6033280615360207488|5.365391|19.86961
TIC 18958691|6033280615360209024|7.083518|18.823715
TIC 18958691|6033280615333049856|8.41419|20.963444
TIC 18958691|6033280615288918656|8.478592|20.69776
TIC 18958691|6033280615282412544|8.618261|18.394478
TIC 18958691|6033280615288918784|9.021986|18.461996
TIC 18958691|6033280615360211072|9.438661|20.060873
TIC 18958691|6033280615332732672|9.626103|19.658247
TIC 18958691|6033280615282427648|9.655307|19.520632
TIC 18958691|6033280615282327680|9.773321|19.408373
TIC 18958691|6033280615288927872|9.965753|19.435211
TIC 155870651|203960854361817472|3.974606|15.703613
TIC 155870651|203954978845631744|9.189196|20.649454
TIC 39903437|1380821235363000320|5.574637|21.951084
TIC 641402651|139281533098990336|2.903174|7.761932
TIC 641402651|139281533099329408|5.834303|18.891251
TIC 449319580|4197805003960688768|5.309069|17.272303
TIC 449319580|4197805381917701504|9.318515|19.994614
TIC 449319580|4197805381898639488|9.612361|18.994513
TIC 449319580|4197805381917701632|9.913357|19.452087
TIC 929680|5721995610601464960|1.334102|11.080705
TIC 929680|5721995610600601856|9.803426|20.831429
TIC 345842313|4247115798352656384|4.134726|19.283516
TIC 345842313|4247115729626533376|8.000113|17.974499
TIC 447283834|5357273275677035520|6.028698|8.406262
TIC 447283834|5357273275667334912|9.706735|19.60533
TIC 49926278|3034445354422695808|2.584209|17.923805
TIC 49926278|3034451229934831744|8.401622|16.643494
TIC 49926278|3034451229934315904|8.773116|20.603432
TIC 308530792|407475165259507968|6.269188|14.398864
TIC 308530792|407475165262205312|8.621251|18.615347
TIC 308530792|407475165260973824|8.995687|19.860722
TIC 439342435|4182035120983153280|4.877314|19.197424
TIC 439342435|4182035120982608896|6.076994|19.062912
TIC 439342435|4182035120977521408|9.346974|16.205997
TIC 230601052|1863872427591271040|6.29519|19.350965
TIC 230601052|1863872427591270912|6.34972|19.449389
TIC 230601052|1863872427589708032|8.205063|20.078241
TIC 230601052|1863872633741623552|9.539231|20.24662
