star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 286377696|260.627094|25.77706|null|null|286377696|null|null|null|2MASS J17223050+2546374|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.355|9.998|TIC|2019AJ....158..138S|17.589|null|TIC|2019AJ....158..138S|16.086|0.286|TIC|2019AJ....158..138S|7.855|0.75|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 620249312|28.66048011219|20.80756619006|null|null|620249312|97054342356001024|null|null|null|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.859|0.6|8.28852|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 48769732|299.33183|-12.567985|299.3314167165001|-12.570278242707582|48769732|null|4188997606567280384|98204|2MASS J19571964-1234044|5746-00230-1|WDS J19573-1234A|HD 188807|tic_bright|-93.77|0.09|-514.911|0.068|TIC tic7|2019AJ....158..138S|11.851|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.612|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.285|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|8.473|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.774|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|6.817|0.018|TIC|2019AJ....158..138S|6.197|0.024|TIC|2019AJ....158..138S|6.015|0.016|TIC|2019AJ....158..138S|7.861|0.017|8.729496955871582|0.002767292486241324|gaia_dr3|2023A&A...674A...1G|9.504206657409668|0.0028731848406763527|7.87294340133667|0.003795398732049685|55.8238|0.0247|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|17.9135|0.0079|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|K7V|2006AJ....132..161G|1|4054.0|3.0|gspspec|2023A&A...674A...1G|4.562815672266181|0.055515676998589704|calculated_from_M_and_R|Calculated Value|4.989999771118164|0.03000020980834961|gspspec|2023A&A...674A...1G|-0.3199999928474426|0.005000010132789584|gspspec [M/H]|2023A&A...674A...1G|-0.9363200799283601|0.018870282225733604|gaia_dr3_flame|2023A&A...674A...1G|0.6898030593291147|0.015020854621053835|calc_from_L_and_Teff|Calculated Value|0.6341591707593124|0.07621447568532293|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|1|A|62.7|5.970000000000001|4188996885011268608|62.6954|4.8007|0|null
TIC 139023644|306.68598226313|-43.56639219754|null|null|139023644|6679053545511522048|6679053481089436032|100836|2MASS J20264445-4333572|7961-01417-1|WDS J20267-4334AB|HD 194327|tic_bright|120.42|2.35|-123.71|1.18|Simbad 2007A&A...474..653V|2007A&A...474..653V|null|null|null|null|9.51|0.02|Simbad 2002A&A...384..180F|2002A&A...384..180F|8.63|0.02|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|null|null|null|null|7.117|0.023|TIC|2019AJ....158..138S|6.718|0.029|TIC|2019AJ....158..138S|6.587|0.031|TIC|2019AJ....158..138S|7.865|0.007|8.3947|null|null|null|8.81615|null|7.7899|null|21.96|1.46|Simbad 2007A&A...474..653V|2007A&A...474..653V|45.537340619307834|3.0275281103911396|Simbad plx 2007A&A...474..653V|2007A&A...474..653V|0|K0V|1978MSS...C02....0H|1|5122.0|null|TIC|2019AJ....158..138S|4.283442110055027|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.16|null|gcs_reanalysis|2011A&A...530A.138C|-0.13910762352436|null|gcs_Fbol|Calculated Value|1.0819811254534315|null|calc_from_L_and_Teff|Calculated Value|0.82|0.014999999999999958|gcs_reanalysis|2011A&A...530A.138C|0|11.5|2.6050000000000004|gcs_reanalysis|2011A&A...530A.138C|null|8.785673|13.940215|6679053481088342528|8.785673|13.940215|6679053481088342528|1|0|AB|0.3|0.22999999999999865|null|null|null|0|null
TIC 504914683|321.66692874348|-22.41102158324|null|null|504914683|6828125061422932224|null|null|null|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.871|0.6|8.30087|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.862495|3.530039|6828125061423674752|0.862495|3.530039|6828125061423674752|0|0|null|null|null|null|null|null|0|null
TIC 71105677|92.069007|64.067184|null|null|71105677|null|null|null|2MASS J06081656+6404018|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|10.46|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|9.647|null|TIC|2019AJ....158..138S|13.526|0.329|TIC|2019AJ....158..138S|13.591|0.334|TIC|2019AJ....158..138S|7.871|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.04904|9.737088|1008145514340037376|4.04904|9.737088|1008145514340037376|0|0|null|null|null|null|null|null|0|null
TIC 426439059|281.06231181603|-17.54269136617|281.0623214017|-17.5426911425|426439059|null|null|null|2MASS J18441496-1732336|null|null|IRAS 18413-1735|tic_bright|-0.806|0.105|-2.187|0.08|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|null|null|null|null|null|null|null|null|17.854|0.494|TIC ucac4|2019AJ....158..138S|16.52|0.16|Simbad 2009yCat.1315....0Z|2009yCat.1315....0Z|10.08|0.03|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|5.534|0.019|TIC|2019AJ....158..138S|4.778|0.258|TIC|2019AJ....158..138S|4.259|0.278|TIC|2019AJ....158..138S|7.873|0.03|null|null|null|null|null|null|null|null|-0.0082|0.0884|GaiaDR3|2023A&A...674A...1G|null|null|null|null|0|M|2011CBET.2865....1N|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|9.270295|19.130526|4098783944559932800|4.172684|21.281559|4098783948849865344|0|0|null|null|null|null|null|null|0|null
TIC 439901899|44.903988|-0.627271|null|null|439901899|null|null|null|2MASS J02593695-0037381|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|9.071|0.083|TIC apassdr9|2019AJ....158..138S|8.673|0.144|TIC apassdr9|2019AJ....158..138S|null|null|null|null|null|null|null|null|16.556|0.291|TIC|2019AJ....158..138S|16.158|0.316|TIC|2019AJ....158..138S|14.99|null|TIC|2019AJ....158..138S|7.878|0.663|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 260357221|312.145109|-13.542396|null|null|260357221|null|null|null|2MASS J20483482-1332326|5769-01691-1|WDS J20486-1333AB|HD 198128|tic_bright|15.5|1.3|-23.5|1.3|TIC tic7|2019AJ....158..138S|null|null|null|null|9.16|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.76|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.888|0.026|TIC|2019AJ....158..138S|7.786|0.069|TIC|2019AJ....158..138S|7.661|0.017|TIC|2019AJ....158..138S|7.88|0.019|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|F3IV|1988MSS...C04....0H|1|6678.640323722466|null|Pecaut_and_Mamajek_2013|Calculated Value|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.470671|9.231231|6887818990804567424|0.470671|9.231231|6887818990804567424|1|0|AB|0.3|0.0|null|null|null|0|null
TIC 321573830|266.507888|-26.972851|null|null|321573830|null|null|null|2MASS J17460189-2658222|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|8.02|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.53|9.998|TIC|2019AJ....158..138S|8.207|null|TIC|2019AJ....158..138S|6.579|0.283|TIC|2019AJ....158..138S|7.882|9.999|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.617431|7.176475|4060812791489843072|0.883186|16.553989|4060812795826133120|0|0|null|null|null|null|null|null|0|null
TIC 270481039|0.208434|-32.735979|null|null|270481039|null|null|null|2MASS J00005002-3244095|6992-00417-1|WDS J00008-3244AB|HD 224811|tic_bright|-11.6|1.2|-12.4|1.2|TIC tic7|2019AJ....158..138S|null|null|null|null|10.26|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.99|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.898|0.024|TIC|2019AJ....158..138S|6.314|0.031|TIC|2019AJ....158..138S|6.14|0.021|TIC|2019AJ....158..138S|7.901|0.033|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|K2III|1982MSS...C03....0H|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.229289|9.286261|2313538014356283648|0.229289|9.286261|2313538014356283648|1|0|AB|0.4|0.02000000000000135|null|null|null|0|null
TIC 247985093|352.9689|19.9372|352.9716753030632|19.937313746866927|247985093|null|2824770686019004032|116132|2MASS J23315244+1956138|1723-00023-1|WDS J23317+1956B|BD+19  5116B|tic_near|584.06|2.0|21.64|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.8|null|Simbad 2005AJ....129.1483L|2005AJ....129.1483L|10.183|0.052|TIC cdwrf|2019AJ....158..138S|12.165|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.101|0.081|TIC|2019AJ....158..138S|6.555|0.049|TIC|2019AJ....158..138S|6.262|0.042|TIC|2019AJ....158..138S|7.904|0.04|10.828941345214844|0.0028498951791937617|gaia_dr3|2023A&A...674A...1G|12.704212188720703|0.007944486132694837|9.530133247375488|0.004048391174689618|159.9085|0.0513|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|6.2535|0.002|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M4.0Ve|2015AJ....149..106D|1|3268.0|null|Simbad 2020ApJ...892...31B|2020ApJ...892...31B|4.500829535112028|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.03|null|Simbad 2020ApJ...892...31B|2020ApJ...892...31B|-1.647589012268409|0.03623538590653583|update McDonald2017|2017MNRAS.471..770M|0.4680519328057512|null|calc_from_L_and_Teff|Calculated Value|0.2531337155160046|0.005553738337138402|Mann2019|Calculated Value|0|null|null|null|null|null|5.376413|9.043998|2824770686019003904|5.376413|9.043998|2824770686019003904|1|1|B|5.3|-1.8800000000000008|null|null|null|0|null
TIC 88456034|46.485899|-25.147928|null|null|88456034|null|null|null|2MASS J03055661-2508525|6441-00599-1|WDS J03059-2509AB|HD  19351|tic_bright|-0.7|1.6|-0.3|1.6|TIC tic7|2019AJ....158..138S|null|null|null|null|10.37|0.04|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.05|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.832|0.018|TIC|2019AJ....158..138S|6.159|0.02|TIC|2019AJ....158..138S|6.005|0.018|TIC|2019AJ....158..138S|7.904|0.028|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|K1/2III|1988MSS...C04....0H|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|0.05934|9.119157|5074539048892676224|0.05934|9.119157|5074539048892676224|1|0|AB|0.3|0.40000000000000036|null|null|null|0|null
TIC 952261043|183.95082775005|-17.54183445924|null|null|952261043|3520774534381588224|null|null|null|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.905|0.6|8.33545|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 147950612|167.657149|69.898475|null|null|147950612|null|null|null|2MASS J11103771+6953545|4385-00382-1|WDS J11106+6954AB|HD  96852|tic_near|-17.5|1.3|-2.5|1.3|TIC tic7|2019AJ....158..138S|null|null|null|null|9.21|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.61|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.281|0.02|TIC|2019AJ....158..138S|6.936|0.02|TIC|2019AJ....158..138S|6.825|0.021|TIC|2019AJ....158..138S|7.91|0.017|null|null|null|null|null|null|null|null|null|null|null|null|47.9076|null|TIC|2019AJ....158..138S|0|F8|1993yCat.3135....0C|1|5889.298042451787|null|Pecaut_and_Mamajek_2013|Calculated Value|4.6437922560725315|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-0.14207815035962584|null|Pecaut_and_Mamajek_2013|Calculated Value|0.8156174386584373|null|calc_from_L_and_Teff|Calculated Value|1.0683108382230466|0.12462112188754249|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|0.205664|9.009719|1074133494953915648|0.205664|9.009719|1074133494953915648|1|0|AB|0.3|0.48999999999999844|null|null|null|0|null
TIC 347736056|256.104263|-36.518107|null|null|347736056|null|null|null|2MASS J17042502-3631051|7372-00614-1|WDS J17044-3631AB|HD 322615|tic_bright|3.4|1.5|6.7|1.5|TIC tic7|2019AJ....158..138S|null|null|null|null|10.78|0.06|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.4|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.691|0.024|TIC|2019AJ....158..138S|6.076|0.031|TIC|2019AJ....158..138S|5.859|0.02|TIC|2019AJ....158..138S|7.917|0.033|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|K2|1995A&AS..110..367N|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.179617|9.437168|5976752965855863808|0.179617|9.437168|5976752965855863808|1|0|AB|0.5|0.1999999999999993|null|null|null|0|null
TIC 379499784|257.029526|-41.723007|null|null|379499784|5965924361166271104|null|null|2MASS J17080708-4143228|null|WDS J17081-4143B|HD 154590B|tic_bright|-180.747|0.076|-317.939|0.055|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|null|null|null|null|9.31|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.405|0.24|TIC|2019AJ....158..138S|7.109|0.257|TIC|2019AJ....158..138S|6.962|0.515|TIC|2019AJ....158..138S|7.927|0.299|null|null|null|null|null|null|null|null|43.5438|0.0593|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|22.9654|0.0312|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|8.472069|7.92698|5965924361179144832|5.715167|12.932096|5965924361166271104|1|0|B|4.6|-4.6|null|null|null|0|null
TIC 16549954|102.551011|39.952591|null|null|16549954|null|null|null|2MASS J06501224+3957093|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|9.17|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.635|0.411|TIC|2019AJ....158..138S|6.883|0.275|TIC|2019AJ....158..138S|7.36|null|TIC|2019AJ....158..138S|7.936|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.976985|7.778549|944619821294941824|0.661428|10.739166|944619821295003008|0|0|null|null|null|null|null|null|0|null
TIC 257505374|31.2702|-17.6146|31.2762752397911|-17.615403066083893|257505374|null|5138510181584617856|9724|2MASS J02050492-1736528|5856-02250-1|WDS J02051-1737A|BD-18   359|tic_near|1305.78|2.0|-174.02|2.0|TIC tic7|2019AJ....158..138S|12.86|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|11.705|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.189|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.141|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.851|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|6.542|0.021|TIC|2019AJ....158..138S|5.898|0.024|TIC|2019AJ....158..138S|5.662|0.02|TIC|2019AJ....158..138S|7.945|0.032|9.170510292053224|0.0028029355888955477|gaia_dr3|2023A&A...674A...1G|10.436235427856444|0.0033000300938775522|8.040668487548828|0.003862002287777193|107.2972|0.2307|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|9.3199|0.02|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M2.5|2010MNRAS.403.1949K|1|3358.0|3.5|gspspec|2023A&A...674A...1G|4.59951318903297|0.06392887733208072|calculated_from_M_and_R|Calculated Value|4.21999979019165|0.014999866485595703|gspspec|2023A&A...674A...1G|-0.4900000095367431|0.015000000596046448|gspspec [M/H]|2023A&A...674A...1G|-1.429946069870883|0.06315850244601616|calc_from_gaia|Calculated Value|0.569532125531095|0.04142992387451617|calc_from_L_and_Teff|Calculated Value|0.4704159237431661|0.01053668815432989|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|1|A|0.2|3.8200000000000003|null|null|null|0|null
TIC 64031018|37.513912|-20.888336|null|null|64031018|null|null|null|2MASS J02300333-2053180|5862-01364-1|WDS J02301-2053AB|HD  15610|tic_bright|10.5|1.5|0.1|1.5|TIC tic7|2019AJ....158..138S|null|null|null|null|10.06|0.04|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.93|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.025|0.019|TIC|2019AJ....158..138S|6.49|0.042|TIC|2019AJ....158..138S|6.371|0.02|TIC|2019AJ....158..138S|7.948|0.029|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|K0/1III|1988MSS...C04....0H|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.211201|9.109869|5129781639808256640|0.211201|9.109869|5129781639808256640|1|0|AB|0.4|0.20000000000000107|null|null|null|0|null
TIC 337133829|33.97198667639|6.62609222153|33.97196200714|6.62609347919|337133829|2520246127362593920|2520246127362593920|10552|2MASS J02155340+0637349|0044-01047-1|WDS J02159+0638AB|HD  13959|tic_bright|-114.09|2.74|-54.39|1.82|Simbad 2007A&A...474..653V|2007A&A...474..653V|null|null|null|null|10.12|null|Simbad||9.07|null|Simbad||null|null|null|null|null|null|null|null|6.987|0.023|TIC|2019AJ....158..138S|6.484|0.033|TIC|2019AJ....158..138S|6.31|0.016|TIC|2019AJ....158..138S|7.955|0.006|9.157906|0.018527|gaia_dr3|2023A&A...674A...1G|9.208516|0.003024|7.882857|0.003817|27.83|2.14|Simbad 2007A&A...474..653V|2007A&A...474..653V|35.932446999640675|2.763041199397451|Simbad plx 2007A&A...474..653V|2007A&A...474..653V|0|K4V||1|4531.0|125.0|McDonald2017|2017MNRAS.471..770M|4.447856093635674|0.18146578968837068|calculated_from_M_and_R|Calculated Value|4.179|null|McDonald2017|2017MNRAS.471..770M|null|null|null|null|-0.5771434281400181|0.16828468464571913|calc_from_gaia|Calculated Value|0.8350121723072205|0.1682117848157298|calc_from_L_and_Teff|Calculated Value|0.7131388217645153|0.07897813271570686|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|1.0|null|null|null|null|null|null|1|0|AB|0.4|-0.05000000000000071|null|null|null|0|null
TIC 510264574|46.44302386166|43.70246326871|null|null|510264574|432916386857261824|null|null|null|2859-2231-2|WDS J03058+4342B|HD  19091B|tic_bright|-3.8|0.9|-3.0|1.0|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|8.8|0.02|Simbad 2002A&A...384..180F|2002A&A...384..180F|8.8|0.02|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.962|0.6|8.39158|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.68736|6.905178|432916386859410688|0.68736|6.905178|432916386859410688|1|0|B|0.7|-1.5700000000000003|null|null|null|0|null
